Name	Set	ImageFile	Energy	Attack	Counter	Class	Type	Weapon Rank	Equipment	Leadership	Constitution	Relationships	Skills/Abilities/Affinity	Emblem Powers/Sacred Stones/Divine Siblings	Special Abilities	Use Timing	Effect	Nation	Rom. Name	Script
Eirika (Lv10) .	RP	RP-070.png	6	3	1	Lord	Female/Sword/Direct/Infantry	Sword B	Rapier [Effective Attack]: +2 vs. Cavalry and Armor / Hoplon Guard: When receiving damage from an attack or counterattack, effects that increase damage are negated.	1		Father: Fado / Brother: Ephraim			This unit is treated as having the [Light] affinity. / [Command] (Energy 2): Reduce an Outside the Battlefield or Deck cost by 1. Effects stack.			Kingdom of Renais	Eirik	
Tailtiu (Lv10) .	RP	RP-078.png	6	2	2	Mage Fighter	Female/Thunder/Magic/Infantry	Sword C / Fire B / Thunder A / Wind B	Elthunder / Return Ring (Unused 1): Use during the Unit Step. You may place this unit on one of your sortie squares.			Father: Reptor / Brother: Bloom / Child: Arthur, Tine	Wrath, Continue		[Afterimage] (Energy X): If you attack using a magic card, it is not removed. X is the amount of required chips for the magic card.			House Friege	Tailto	
Valflame .	RP	RP-080.png	3	4			Magic	Fire *									Only 1 copy of this magic can be placed on the field. When declaring an attack with this weapon, "Surprise" and "Emblem Powers" cannot be used during the Preparation Second. When you attack or counterattack with this magic, you must spend 2 energy chips. / [Symbol]: Return this card to the deck, and move 2 chips from your used chip pile to your unused chip pile.			
Julia (Lv10)  .	RP	RP-081.png	6	2		Sage	Female/Staff/Status/Infantry	Staff B / Fire A / Thunder B / Wind B / Light *	Silence Staff: Target unit is inflicted with the Silence status.			Father: Arvis / Mother: Deirdre / Brother: Julius	Pursuit, Continue, Nihil		[Afterimage] (Energy X): If you attack using a magic card, it is not removed. X is the amount of required chips for the magic card.			Grannvale Empire	Yuria	
Coirpre (Lv1) .	RP	RP-082.png	3			Civilian	Male/Special/Infantry				1	Mother: Silvia / Sister: Lene / Support: Hannibal	Continue, Miracle		[Support]: You can use chips that were used during the Unit Step to support during the support step. Grants +1 support chip. / [Gratitude]: At the start of your Unit Step, you may send this unit on the field outside the battlefield. If you do, add 1 weapon or magic card from outside the battlefield to your hand.				Corpul	
Perne (Lv15) .	RP	RP-084.png	5	1	2	Thief Fighter	Male/Sword/Direct/Infantry	Sword A	King's Sword: Number of attacks x2	1	2	Support: Trewd, Salem, Lara, Lifis, Dandelion	Vantage, Sol, Rescue, Act again (Lv3), Robbery		[Take over]: If the attack is successful, the enemy's unused chips equal to the amount of damage dealt are made into used chips, and the same number of your used chips are made into unused chips.				Pirn	
Serra (Lv20)	RP	RP-087.png	8	4		Bishop	Female/Staff/Recovery/Infantry	Staff S / Light A	Physic Staff			Support: Florina	[Thunder]		[Class Change]: Can be put into play when "Serra" deals "attack damage" to an enemy unit. / [Thunder Wall] (Hand 1): Damage taken from an attack or counterattack is reduced by -X. X is the amount of [Thunder] affinity units of your army. / [Support]: You can use chips that were used during the Unit Step to support during the support step. Grants +2 support chip./ [Hone Skill]: Return this card to the deck, and add a unit card with the same name to your hand.			March of Ostia	Serra	
Rath (Lv20)	RP	RP-088.png	7	3	2	Nomad Trooper	Male/Bow/Indirect/Cavalry	Sword A / Bow S	Silver Bow			Father: Dayan / Child: Sue / Support: Guy	[Dark]		[Class Change]: Can be put into play when "Rath" deals "attack damage" to an enemy unit. / [Eternal Dark]: When this unit damages an enemy unit, send the top card of your opponent's deck outside the battlefield. / [Re-movement] (Energy 1): After an action, the unit can move again. / [Hone Skill]: Return this card to the deck, and add a unit card with the same name to your hand.			Tribes of Sacae	Ruth	
Raigh (Lv20)	RP	RP-089.png	8	4	2	Druid	Male/Dark/Magic/Infantry	Staff A / Dark S	Fenrir			Mother: Nino / Brother: Lugh / Support: Niime	[Ice]		[Class Change]: Can be put into play when "Raigh" deals "attack damage" to an enemy unit. / [Ice Wall]: When an enemy unit attacks or counterattacks, they must spend +1 energy chip. / [Afterimage] (Energy X-1): If you attack using a magic card, it is not removed. X is the amount of required chips for the magic card. / [Hone Skill]: Return this card to the deck, and add a unit card with the same name to your hand.				Lleu	
Amelia (Lv10)	RP	RP-093.png	7	3	1	Cavalier	Female/Sword/Direct/Cavalry	Sword A / Lance A	Steel Sword			Mother: Melina / Support: Ross, Ewan		Sacred Stone [Thunder]: +1 maximum energy.	[Split Off]: After an action, the unit can move to an adjacent space.			Grado Empire	Amelia	
Ewan (Lv10)	RP	RP-094.png	5	3	1	Mage	Male/Anima/Magic/Infantry	Anima B	Elfire			Support: Amelia, Ross		Sacred Stone [Light]: Can attack or counterattack within the range depicted. (Magic attack range).	[Absolute Magic Zone] (Outside the Battlefield 3): During the Preparation Second, surprise cards cannot be used.				Ewan	
Tana (Lv10) .	RP	RP-095.png	6	2	1	Pegasus Knight	Female/Lance/Direct/Flying	Lance B	Heavy Spear [Effective Attack]: +2 vs. Armors			Father: Hayden / Brother: Innes / Support: Eirika, Marisa		Sacred Stone [Wind]: Can move within the movement range of Flying units.	[Decoy Unit] (Energy 2): During your opponent's Invasion Phase, when an enemy declares an attack, if this unit is within the attack range, it is designated as the attack target.			Kingdom of Frelia	Turner	
Lute (Lv15)	RP	RP-096.png	7	3	2	Sage	Female/Light/Magic/Infantry	Staff A / Anima S / Light A	Lightning			Support: Vanessa, Kyle		Sacred Stone [Anima]: Can equip up to 2 weapon or magic cards.	[Absolute Magic Zone] (Outside the Battlefield 3): During the Preparation Second, surprise cards cannot be used.			Kingdom of Renais	Lute	
L'Arachel (Lv15) .	RP	RP-097.png	6	3		Valkyrie	Female/Staff/Special/Cavalry	Staff S / Light A	Hammerne Staff: Attach 1 weapon or magic card from outside the battlefield to target unit. (Must meet equipment requirements).	1		Support: Dozla, Rennac		Sacred Stone [Light]: Can attack or counterattack within the range depicted. (Magic attack range).	[Split Off]: After an action, the unit can move to an adjacent space.			Rausten Theocracy	Larchel	
Lyon (Lv10) .	RP	RP-098.png	7	3	2	Necromancer	Male/Dark/Magic/Infantry	Staff A / Dark S	Nosferatu: During the Processing Step, place 1 chip from your used chip pile on this unit.	2		Support: Eirika, Ephraim		Sacred Stone [Ice]: Negate damage received from the weapon triangle.	[Absolute Magic Zone] (Outside the Battlefield 4): During the Preparation Second, surprise cards cannot be used. / [Call for Military Support] (1 Energy): During the Unit Step, reveal the top card of your deck. If it's a unit which belongs to the same nation as this unit, you may sortie it in addition to your normal sortie.			Grado Empire	Lyon	
Innes (Lv10) .	RP	RP-099.png	6	4	2	Sniper	Male/Bow/Indirect/Infantry	Bow A	Silver Bow / White Gem [Ability]: At the start of the turn, you may place 1 non-unit card from outside the battlefield on the bottom of your deck.	2		Father: Hayden / Sister: Tana / Support: Joshua		Sacred Stone [Ice]: Negate damage received from the weapon triangle.	[Sniping Preparations] (Energy 1): During your National Power Phase, select 1 square on the field. Until the end of the turn, the damage this unit deals to enemy units on the selected square is +2.			Kingdom of Frelia	Heanius	
Card Draw  .	RP	RP-100.png	3				Surprise									Anytime	Draw 3 cards.			
Joshua (Lv10)	RP	RP-101.png	6	3	1	Myrmidon	Male/Sword/Direct/Infantry	Sword A	Steel Sword			Mother: Ismaire / Support: Artur, Gerik		Sacred Stone [Wind]: Can move within the movement range of Flying units.	[Double Strike] (Outside the Battlefield 2): Number of attacks x2. Consumes the chips required for each attack. / [Heads or Tails]: If the top card outside the battlefield is not a Unit Card, the effect of the enemy unit's special abilities during battle are negated.			Kingdom of Jehanna	Jhosua	
Neimi (Lv15)	RP	RP-103.png	6	3	2	Ranger	Female/Bow/Indirect/Cavalry	Sword A / Bow S	Steel Bow			Support: Gilliam, Artur		Sacred Stone [Fire]: Enemy units that take damage cannot counterattack.	[Shoot Through] (Energy 2): During your National Power Phase, select 1 space on the field other than a sortie square. Until the end of the turn, enemy units on the chosen space cannot attack.			Kingdom of Renais	Neimi	
Lana (Lv15)	RP	RP-104.png	6	2	2	High Priestess	Female/Wind/Magic/Infantry	Staff A / Fire C / Thunder C / Wind C	Blizzard			Mother: Edain / Brother: Lester			[Afterimage] (Energy X): If you attack using a magic card, it is not removed. X is the amount of required chips for the magic card.			House Jungby	Lana	
Mana (Lv10) .	RP	RP-105.png	5	3		Priest	Female/Staff/Recovery/Infantry	Staff B	Physic Staff			Brother: Dimna			[Support]: You can use chips that were used during the Unit Step to support during the support step. Grants +1 support chip. / [Commoner Origins]: During your unit step, you may place 1 used chip on a non-"Dragon Tribe" unit belonging to no country.			Kingdom of Isaach	Mana	
Forde (Lv15)	RP	RP-106.png	7	3	1	Cavalier	Male/Lance/Direct/Cavalry	Sword C / Lance B	Steel Lance			Brother: Franz / Support: Eirika, Vanessa		Sacred Stone [Wind]: Can move within the movement range of Flying units.	[Re-movement] (Energy 1): After an action, the unit can move again.			Kingdom of Renais	Forde	
Kyle (Lv15)	RP	RP-107.png	7	3	1	Cavalier	Male/Sword/Direct/Cavalry	Sword B / Lance C	Steel Sword			Support: Forde, Colm		Sacred Stone [Ice]: Negate damage received from the weapon triangle.	[Re-movement] (Energy 1): After an action, the unit can move again.			Kingdom of Renais	Kyle	
Tana (Lv15) .	RP	RP-108.png	7	2	1	Pegasus Knight	Female/Lance/Direct/Flying	Lance A	Iron Lance / Angelic Robe			Father: Hayden / Brother: Innes / Support: Ephraim, Innes		Sacred Stone [Wind]: Can move within the movement range of Flying units.	[Decoy Unit] (Energy 2): During your opponent's Invasion Phase, when an enemy declares an attack, if this unit is within the attack range, it is designated as the attack target.			Kingdom of Frelia	Turner	
Marisa (Lv10) .	RP	RP-109.png	6	3	1	Myrmidon	Female/Sword/Direct/Infantry	Sword A	Light Brand [Magic Attack] (Deck 1): During battle, treat as magic damage			Support: Colm, Joshua		Sacred Stone [Ice]: Negate damage received from the weapon triangle.	[Double Strike] (Outside the Battlefield 2): Number of attacks x2. Consumes the chips required for each attack.			Kingdom of Jehanna	Marica	
Myrrh (Lv10) .	RP	RP-110.png	4	0	0	Manakete	Female/Breath/Flying		Dragonstone			Father: Morva / Support: Ephraim		Sacred Stone [Wind]: Can move within the movement range of Flying units.	[Dragon Transformation]: Consumes +2 chips when attacking and +1 chip when counterattacking. Deals +5 damage, additional +2 damage dealt to Monster-type. Effects that reduce damage are negated. / [Dragonscales]: Damage received -2. Monster-type units cannot counterattack.				Myrrh	
Quan (Lv15)	RP	RP-113.png	7	4	2	Duke Knight	Male/Lance/Direct/Cavalry	Lance *	Killer Lance	1		Support: Ethlyn, Sigurd / Child: Altena, Leif	Continue, Critical		[Call for Military Support] (1 Energy): During the Unit Step, reveal the top card of your deck. If it's a unit which belongs to the same nation as this unit, you may sortie it in addition to your normal sortie. / [Re-movement] (Energy 1): After an action, the unit can move again.			Kingdom of Leonster	Cuan	
Ishtore (Lv10)	RP	RP-114.png	6	3	2	Mage Fighter	Male/Thunder/Magic/Infantry	Sword C / Fire B / Thunder A / Wind B	Thoron	1		Father: Bloom / Mother: Hilda / Sister: Ishtar / Support: Liza	Continue		[Afterimage] (Energy X): If you attack using a magic card, it is not removed. X is the amount of required chips for the magic card.			House Friege	Ishtore	
Liza (Lv10)	RP	RP-115.png	6	2	2	Mage Fighter	Female/Thunder/Magic/Infantry	Sword C / Fire B / Thunder B / Wind B	Elthunder			Support: Ishtore	Continue		[Afterimage] (Energy X): If you attack using a magic card, it is not removed. X is the amount of required chips for the magic card. / [Adjutant]: If there is an "Ishtore" of your army, this unit and "Ishtore" of your army spend -1 chip to attack or counterattack, and have +1 maximum energy.			House Friege	Ryza	
Arion (Lv15) .	RP	RP-116.png	8	1	2	Wyvern Lord	Male/Lance/Direct/Flying	Sword A / Lance *	Dragon Lance: Number of attacks x2			Father: Travant / Support: Dean, Linoan	Pursuit, Continue, Nihil, Vantage		[Call for Military Support] (1 Energy): During the Unit Step, reveal the top card of your deck. If it's a unit which belongs to the same nation as this unit, you may sortie it in addition to your normal sortie. / [Re-movement] (Energy 1): After an action, the unit can move again.			Kingdom of Thracia	Areone	
Naga .	RP	RP-117.png	3	4			Magic	Light *									Only 1 copy of this magic can be placed on the field. When declaring an attack with this weapon, "Surprise" and "Emblem Powers" cannot be used during the Preparation Second. When you attack or counterattack with this magic, you must spend 2 energy chips. If you attack with this magic, you will not receive any counterattacks by magic. / [Symbol]: Return this card to the deck, and move 2 chips from your used chip pile to your unused chip pile.			
